1_emb1,1_emb2,2_emb1,2_emb2,3_emb1,3_emb2,ID
8.01,18.88,5.936227948878131,16.56083983517827,10.406517554689742,12.664389306644647,274
6.88,18.38,5.441519410822711,15.971269789707078,9.621410895754195,11.879271203617304,275
-0.6307,5.376,-4.4307549879809995,2.106765571605577,-3.7454120622383575,3.7623156848947685,276
-5.832,9.257,3.0137895657757148,-6.479779061306105,1.5633466734183807,-7.476126974483283,277
16.29,10.25,11.427275808070027,6.743661108981981,10.413463164736129,5.896436387638299,278
-4.997,12.21,2.512393624995075,-4.4331334199792005,2.6487675203574677,-4.641215151210578,279
-5.27,6.659,-0.25099524715153143,-2.133215960491286,1.367866684366562,-0.7856438812215643,280
-5.435,7.216,0.023866103504024266,-3.676217850673781,0.22306821184287257,-2.724624460597785,281
6.735,18.55,6.129634530756793,15.970475379001511,9.494543601442672,12.822070771793573,282
6.2,8.705,-3.4203256056567803,-10.937452134121047,-4.220629166196487,-2.560476606746467,283
0.2931,2.925,-4.4204281256457945,4.587417307865038,-7.068654488156937,2.1996442619363945,284
-5.759,10.85,4.1748124673107485,-4.252685841549025,4.2557688249839325,-5.485053366084846,285
-3.49,6.834,-2.0018919394275323,-2.2066939439660174,-1.364391993116043,-0.9704981502492742,286
13.05,-0.9155,6.435995729182086,-14.96153908633052,4.116519977022507,-15.81614906158045,287
5.156,7.249,-1.315700619008221,11.175628844272508,-6.374208401273392,-0.5125284847219305,288
-7.687,9.795,2.005084545824848,-5.598851498592482,0.673632849623062,-5.263851469417365,289
-7.33,9.282,3.1525568082073554,-4.067207631099806,3.2742465032828827,-4.724844282527717,290
8.065,17.61,5.224681527827106,15.719815436374558,8.974131156374312,11.777259523014276,291
4.802,6.779,-1.4088743613025325,10.35368365384282,-7.373150299619339,0.17830150757238106,292
-4.344,8.07,-0.2276268885394709,-3.5605271425133806,-0.07107615036835485,-2.41917402114466,293
-5.084,12.2,2.9220902039745673,-5.587751206386671,1.9407352699531097,-6.759547537227424,294
-6.392,8.702,4.26451507351192,-4.126101788509474,4.46044163839946,-5.601074522395881,295
-0.6228,2.584,-4.412731497075238,4.766745749484911,-7.051867912839554,1.9675031844179316,296
16.81,11.54,11.693440587733113,7.139640036594286,11.077892829347945,6.156290227512566,297
0.7051,5.008,-5.4854706213733335,4.767920199405565,-7.123046825956009,3.4953336063425224,298
